Builder,Pedal,Catalog Type,Pedal Info,Picture,PRP Complete,Research Record
IdiotBox Effects,Blackout,Fuzz,NEEDED,NEEDED,NEEDED,
IdiotBox Effects,Blasteroid Fuzz,Fuzz,NEEDED,NEEDED,NEEDED,
IdiotBox Effects,Blower Box Bass Distortion,Distortion,NEEDED,NEEDED,NEEDED,
IdiotBox Effects,Blower Box Deluxe,Distortion,NEEDED,NEEDED,NEEDED,
IdiotBox Effects,Cool Buzz Bass Fuzz,Fuzz,NEEDED,NEEDED,NEEDED,
IdiotBox Effects,Death Master,Distortion,NEEDED,NEEDED,NEEDED,
IdiotBox Effects,DeathRay,Fuzz,NEEDED,NEEDED,NEEDED,
IdiotBox Effects,Dungeon Master,Distortion / Fuzz,NEEDED,NEEDED,NEEDED,
IdiotBox Effects,Han-Taun Overdrive,Overdrive,NEEDED,NEEDED,NEEDED,
IdiotBox Effects,Heavy Weapon,Distortion / Fuzz,NEEDED,NEEDED,NEEDED,
IdiotBox Effects,Hobo Santa Fuzz,Fuzz,NEEDED,NEEDED,NEEDED,
IdiotBox Effects,Holy Trooper Fuzz (retired),Fuzz,NEEDED,NEEDED,NEEDED,
IdiotBox Effects,Landphil Bass Distortion,Distortion,NEEDED,NEEDED,NEEDED,
IdiotBox Effects,Lazer Fuzz (retired),Fuzz,NEEDED,NEEDED,NEEDED,
IdiotBox Effects,Lazer Phazer (retired),Fuzz,NEEDED,NEEDED,NEEDED,
IdiotBox Effects,Lost Ark,Fuzz,NEEDED,NEEDED,NEEDED,
IdiotBox Effects,Monster Fuzz,Fuzz,NEEDED,NEEDED,NEEDED,
IdiotBox Effects,Necrofier Echo Drive,Overdrive,NEEDED,NEEDED,NEEDED,
IdiotBox Effects,Nihilizer,Distortion,NEEDED,NEEDED,NEEDED,
IdiotBox Effects,No Moon,Distortion / Fuzz / Overdrive,NEEDED,NEEDED,NEEDED,
IdiotBox Effects,No Moon 2,Distortion / Fuzz / Overdrive,NEEDED,NEEDED,NEEDED,
IdiotBox Effects,No Moon 2 — coming soon,Distortion / Fuzz / Overdrive,NEEDED,NEEDED,NEEDED,
IdiotBox Effects,Power Drive,Overdrive,NEEDED,NEEDED,NEEDED,
IdiotBox Effects,PowerBoost (retired),Overdrive,NEEDED,NEEDED,NEEDED,
IdiotBox Effects,REDRUM V2,Distortion,NEEDED,NEEDED,NEEDED,
IdiotBox Effects,repo man,Overdrive,NEEDED,NEEDED,NEEDED,
IdiotBox Effects,Ron Fucking Swanson Super Fuzz,Fuzz,NEEDED,NEEDED,NEEDED,
IdiotBox Effects,Static Fuzz,Fuzz,NEEDED,NEEDED,NEEDED,
IdiotBox Effects,Tractor Beam,Fuzz,NEEDED,NEEDED,NEEDED,
IdiotBox Effects,Trash Compactor,Distortion,NEEDED,NEEDED,NEEDED,
IdiotBox Effects,Trench Cannon,Overdrive,NEEDED,NEEDED,NEEDED,
IdiotBox Effects,WHORES. Fuzz Freq V.2,Fuzz,NEEDED,NEEDED,NEEDED,
IdiotBox Effects,Wild Kyle,Distortion,NEEDED,NEEDED,NEEDED,
J. Rockett Audio Designs,45 Caliber OD,Overdrive,NEEDED,NEEDED,NEEDED,
J. Rockett Audio Designs,Archer Ikon OD,Overdrive,NEEDED,NEEDED,NEEDED,
J. Rockett Audio Designs,Archer OD,Overdrive,NEEDED,NEEDED,NEEDED,
J. Rockett Audio Designs,Blue Note Select,Overdrive,NEEDED,NEEDED,NEEDED,
J. Rockett Audio Designs,Dude ODS V2,Overdrive,NEEDED,NEEDED,NEEDED,
J. Rockett Audio Designs,HRM V2,Overdrive,NEEDED,NEEDED,NEEDED,
Jackson Audio,Asabi Overdrive/Distortion,Distortion / Overdrive,NEEDED,NEEDED,NEEDED,
Jackson Audio,Belle Starr Overdrive,Overdrive,NEEDED,NEEDED,NEEDED,
Jackson Audio,BROKEN ARROW V2 - MIDI,Overdrive,NEEDED,NEEDED,NEEDED,
Jackson Audio,Classic Vintage Fuzz,Fuzz,NEEDED,NEEDED,NEEDED,
Jackson Audio,FUZZ - Modular Fuzz,Fuzz,NEEDED,NEEDED,NEEDED,
Jackson Audio,Goat Head,Fuzz,NEEDED,NEEDED,NEEDED,
Jackson Audio,Golden Boy Mini Overdrive,Overdrive,NEEDED,NEEDED,NEEDED,
Jackson Audio,Golden Boy Transparent Overdrive,Overdrive,NEEDED,NEEDED,NEEDED,
Jackson Audio,Modern Fuzz,Fuzz,NEEDED,NEEDED,NEEDED,
Jackson Audio,Modern Fuzz Deluxe,Fuzz,NEEDED,NEEDED,NEEDED,
Jackson Audio,Page MK II,Fuzz,NEEDED,NEEDED,NEEDED,
Jackson Audio,The Optimist Dual Overdrive & EQ,Overdrive,NEEDED,NEEDED,NEEDED,
JAM Pedals,Black Fuzz Phrase LTD,Fuzz,NEEDED,NEEDED,NEEDED,
JAM Pedals,Double Dreamer,Distortion / Overdrive,NEEDED,NEEDED,NEEDED,
JAM Pedals,Eureka!,Fuzz,NEEDED,NEEDED,NEEDED,
JAM Pedals,Fuzz Phrase ltd,Fuzz,NEEDED,NEEDED,NEEDED,
JAM Pedals,Fuzz Phrase Si,Fuzz,NEEDED,NEEDED,NEEDED,
JAM Pedals,Lucydreamer,Distortion / Overdrive,NEEDED,NEEDED,NEEDED,
JAM Pedals,Octaurus,Fuzz,NEEDED,NEEDED,NEEDED,
JAM Pedals,Octaurus NOS,Fuzz,NEEDED,NEEDED,NEEDED,
JAM Pedals,Rattler,Distortion / Overdrive,NEEDED,NEEDED,NEEDED,
JAM Pedals,Rattler Bass / Rattler Bass MKII,Distortion / Overdrive,NEEDED,NEEDED,NEEDED,
JAM Pedals,Rattler ltd,Distortion / Overdrive,NEEDED,NEEDED,NEEDED,
JAM Pedals,Rattler MKII,Distortion / Overdrive,NEEDED,NEEDED,NEEDED,
JAM Pedals,Red Muck,Distortion / Overdrive,NEEDED,NEEDED,NEEDED,
JAM Pedals,Red Muck Bass,Distortion / Overdrive,NEEDED,NEEDED,NEEDED,
JAM Pedals,Red Muck mk.2,Distortion / Overdrive,NEEDED,NEEDED,NEEDED,
JAM Pedals,Tiny Pond?,Distortion / Overdrive,NEEDED,NEEDED,NEEDED,
JAM Pedals,TubeDreamer,Distortion / Overdrive,NEEDED,NEEDED,NEEDED,
JHS Pedals,3 Series Distortion,Distortion / Fuzz,NEEDED,NEEDED,NEEDED,
JHS Pedals,3 Series Fuzz,Distortion / Fuzz,NEEDED,NEEDED,NEEDED,
JHS Pedals,3 Series Overdrive,Overdrive,NEEDED,NEEDED,NEEDED,
JHS Pedals,3 Series Screamer,Overdrive,NEEDED,NEEDED,NEEDED,
JHS Pedals,424 Gain Stage,Distortion / Overdrive,NEEDED,NEEDED,NEEDED,
JHS Pedals,Angry Charlie V3,Overdrive,NEEDED,NEEDED,NEEDED,
JHS Pedals,AT Mini,Overdrive,NEEDED,NEEDED,NEEDED,
JHS Pedals,AT+,Overdrive,NEEDED,NEEDED,NEEDED,
JHS Pedals,Bonsai,Overdrive,NEEDED,NEEDED,NEEDED,
JHS Pedals,Charlie Brown V4,Overdrive,NEEDED,NEEDED,NEEDED,
JHS Pedals,Cheese Ball,Distortion / Fuzz,NEEDED,NEEDED,NEEDED,
JHS Pedals,Colour Box V2,Distortion / Fuzz,NEEDED,NEEDED,NEEDED,
JHS Pedals,Coyote,Distortion / Fuzz,NEEDED,NEEDED,NEEDED,
JHS Pedals,Crayon,Distortion / Fuzz,NEEDED,NEEDED,NEEDED,
JHS Pedals,Double Dragon,Distortion / Fuzz,NEEDED,NEEDED,NEEDED,
JHS Pedals,Double Dragon — octave-up distortion section within an octave device,Overdrive,NEEDED,NEEDED,NEEDED,
JHS Pedals,EHX by JHS — Big Muff 2,Distortion / Fuzz,NEEDED,NEEDED,NEEDED,
JHS Pedals,EHX by JHS Big Muff 2,Distortion / Fuzz,NEEDED,NEEDED,NEEDED,
JHS Pedals,Hard Drive,Distortion / Fuzz,NEEDED,NEEDED,NEEDED,
JHS Pedals,Kilt 10,Distortion / Fuzz / Overdrive,NEEDED,NEEDED,NEEDED,
JHS Pedals,Kilt V2,Overdrive,NEEDED,NEEDED,NEEDED,
JHS Pedals,Moonshine V2,Overdrive,NEEDED,NEEDED,NEEDED,
JHS Pedals,Morning Glory Clean,Overdrive,NEEDED,NEEDED,NEEDED,
JHS Pedals,Morning Glory V4,Overdrive,NEEDED,NEEDED,NEEDED,
JHS Pedals,Muffuletta,Distortion / Fuzz,NEEDED,NEEDED,NEEDED,
JHS Pedals,Notadümblë V2,Overdrive,NEEDED,NEEDED,NEEDED,
JHS Pedals,Notadümb̈le V2,Overdrive,NEEDED,NEEDED,NEEDED,
JHS Pedals,Notadümblo V2,Overdrive,NEEDED,NEEDED,NEEDED,
JHS Pedals,Notadümbळë V2,Overdrive,NEEDED,NEEDED,NEEDED,
JHS Pedals,Notaklön,Overdrive,NEEDED,NEEDED,NEEDED,
JHS Pedals,Notaklön Splatter,Overdrive,NEEDED,NEEDED,NEEDED,
JHS Pedals,PackRat,Distortion / Fuzz,NEEDED,NEEDED,NEEDED,
JHS Pedals,PackRat White,Distortion / Fuzz,NEEDED,NEEDED,NEEDED,
JHS Pedals,PG-14,Overdrive,NEEDED,NEEDED,NEEDED,
JHS Pedals,State Line,Overdrive,NEEDED,NEEDED,NEEDED,
JHS Pedals,Steak and Eggs Overdrive/Compressor,Overdrive,NEEDED,NEEDED,NEEDED,
JHS Pedals,The Violet,Distortion / Overdrive,NEEDED,NEEDED,NEEDED,
JHS Pedals,The Violet / Violet,Distortion / Fuzz / Overdrive,NEEDED,NEEDED,NEEDED,
JHS Pedals,Violet,Distortion / Fuzz / Overdrive,NEEDED,NEEDED,NEEDED,
JPTR FX,Bleach - Seattle Guitar Destroyer,Distortion,NEEDED,NEEDED,NEEDED,
JPTR FX,DELUXE Jive - Reel Saturator Overdrive,Overdrive,NEEDED,NEEDED,NEEDED,
JPTR FX,Katastrophe - Sludgefest Dominator Distortion Pre Amp,Distortion,NEEDED,NEEDED,NEEDED,
JPTR FX,MISPRINT KATASTROPHE,Distortion,NEEDED,NEEDED,NEEDED,
JPTR FX,Silvermachine - Dual-gain-stage Fuzz Pedal,Fuzz,NEEDED,NEEDED,NEEDED,
JPTR FX,Super Weirdo - Fuzz Modulator Pedal,Fuzz,NEEDED,NEEDED,NEEDED,
JPTR FX,Super Weirdo - Fuzz Modulator Pedal 10YRS EDT,Fuzz,NEEDED,NEEDED,NEEDED,
JPTR FX,Warlow - Fuzz monstrosity,Fuzz,NEEDED,NEEDED,NEEDED,
JPTR FX,WARLOW mini,Fuzz,NEEDED,NEEDED,NEEDED,
Katanasound,Furious Man Fuzz,Fuzz,NEEDED,NEEDED,NEEDED,
Katanasound,Kamikaze Overdrive,Overdrive,NEEDED,NEEDED,NEEDED,
Katanasound,Kamikaze Supreme Overdrive,Overdrive,NEEDED,NEEDED,NEEDED,
Katanasound,Raging Wave Classic Fuzz,Fuzz,NEEDED,NEEDED,NEEDED,
Katanasound,Super Bass Octave Fuzz,Fuzz,NEEDED,NEEDED,NEEDED,
Katanasound,Thundercloud Overdrive Fuzz,Fuzz / Overdrive,NEEDED,NEEDED,NEEDED,
Katanasound,Venomous Snake Octave Fuzz,Fuzz,NEEDED,NEEDED,NEEDED,
Katanasound,Volcanic Eruption Octave Fuzz,Fuzz,NEEDED,NEEDED,NEEDED,
Keeley Electronics,1962 British Overdrive,Overdrive,NEEDED,NEEDED,NEEDED,
Keeley Electronics,1962 Overdrive,Distortion / Overdrive,NEEDED,NEEDED,NEEDED,
Keeley Electronics,1962X 2-Mode Limited British Overdrive,Overdrive,NEEDED,NEEDED,NEEDED,
Keeley Electronics,Angry Orange Distortion and Fuzz,Distortion / Fuzz,NEEDED,NEEDED,NEEDED,
Keeley Electronics,Aria Compressor Drive,Overdrive,NEEDED,NEEDED,NEEDED,
Keeley Electronics,Aria Compressor/Overdrive,Distortion / Overdrive,NEEDED,NEEDED,NEEDED,
Keeley Electronics,Blues Disorder Overdrive and Distortion,Distortion / Overdrive,NEEDED,NEEDED,NEEDED,
Keeley Electronics,D&M Drive,Distortion / Overdrive,NEEDED,NEEDED,NEEDED,
Keeley Electronics,Dark Side,Fuzz,NEEDED,NEEDED,NEEDED,
Keeley Electronics,Dark Side Fuzz/Phaser,Fuzz,NEEDED,NEEDED,NEEDED,
Keeley Electronics,DCR Drive Chorus Rotary,Overdrive,NEEDED,NEEDED,NEEDED,
Keeley Electronics,DDR — Drive Delay Reverb,Overdrive,NEEDED,NEEDED,NEEDED,
Keeley Electronics,Drive For a Cure,Overdrive,NEEDED,NEEDED,NEEDED,
Keeley Electronics,El Rey Dorado,Overdrive,NEEDED,NEEDED,NEEDED,
Keeley Electronics,Filaments High Gain Distortion,Distortion / Overdrive,NEEDED,NEEDED,NEEDED,
Keeley Electronics,Fuzz Bender,Fuzz,NEEDED,NEEDED,NEEDED,
Keeley Electronics,Fuzz Head,Fuzz,NEEDED,NEEDED,NEEDED,
Keeley Electronics,Germanium Super Phat Mod,Fuzz,NEEDED,NEEDED,NEEDED,
Keeley Electronics,Katana Blues Drive,Distortion / Overdrive,NEEDED,NEEDED,NEEDED,
Keeley Electronics,Keeley Oxblood Overdrive,Overdrive,NEEDED,NEEDED,NEEDED,
Keeley Electronics,Loomer,Fuzz,NEEDED,NEEDED,NEEDED,
Keeley Electronics,Loomer Fuzz/Reverb,Fuzz,NEEDED,NEEDED,NEEDED,
Keeley Electronics,Manis Overdrive,Overdrive,NEEDED,NEEDED,NEEDED,
Keeley Electronics,Mk3 Driver — Andy Timmons Full Range Overdrive,Fuzz / Overdrive,NEEDED,NEEDED,NEEDED,
Keeley Electronics,Monterey Rotary Fuzz Vibe,Fuzz,NEEDED,NEEDED,NEEDED,
Keeley Electronics,Moon Op Amp Fuzz,Fuzz,NEEDED,NEEDED,NEEDED,
Keeley Electronics,Noble Screamer Overdrive and Boost,Distortion / Overdrive,NEEDED,NEEDED,NEEDED,
Keeley Electronics,OCTA PSI Transfigurating Fuzz,Distortion / Fuzz,NEEDED,NEEDED,NEEDED,
Keeley Electronics,Oxblood Germanium Overdrive,Distortion / Overdrive,NEEDED,NEEDED,NEEDED,
Keeley Electronics,Oxblood Overdrive,Distortion / Overdrive,NEEDED,NEEDED,NEEDED,
Keeley Electronics,Red Dirt Germanium Overdrive,Overdrive,NEEDED,NEEDED,NEEDED,
Keeley Electronics,Red Dirt Mini,Distortion / Overdrive,NEEDED,NEEDED,NEEDED,
Keeley Electronics,Red Dirt Overdrive,Distortion / Overdrive,NEEDED,NEEDED,NEEDED,
Keeley Electronics,Red Nectar Compressor and Overdrive,Overdrive,NEEDED,NEEDED,NEEDED,
Keeley Electronics,SUNS Ultravoid Fuzz,Fuzz,NEEDED,NEEDED,NEEDED,
Keeley Electronics,SUPER BASS Overdrive and Distortion,Distortion / Overdrive,NEEDED,NEEDED,NEEDED,
Keeley Electronics,Super Phat Mod,Distortion / Overdrive,NEEDED,NEEDED,NEEDED,
Keeley Electronics,Super Phat Mod Mini,Distortion / Overdrive,NEEDED,NEEDED,NEEDED,
Keeley Electronics,Super Rodent Overdrive and Distortion,Distortion / Overdrive,NEEDED,NEEDED,NEEDED,
Keeley Electronics,Sweet Spot Johnny Hiland Super Drive Overdrive,Overdrive,NEEDED,NEEDED,NEEDED,
Keeley Electronics,Synth-1 Reverse Attack Fuzz Wave Generator,Distortion / Fuzz,NEEDED,NEEDED,NEEDED,
Keeley Electronics,Tone Workstation,Distortion / Overdrive,NEEDED,NEEDED,NEEDED,
Keeley Electronics,Tube Drive Twin Triode Dual Overdrive,Overdrive,NEEDED,NEEDED,NEEDED,
KHDK Electronics,Abyss,Distortion / Overdrive,NEEDED,NEEDED,NEEDED,
KHDK Electronics,Abyss — bass overdrive,Distortion / Overdrive,NEEDED,NEEDED,NEEDED,
KHDK Electronics,Ascendancy,Fuzz,NEEDED,NEEDED,NEEDED,
KHDK Electronics,Ascendancy — dual dirt pedal with overdrive sections,Fuzz,NEEDED,NEEDED,NEEDED,
KHDK Electronics,Dark Blood,Distortion / Overdrive,NEEDED,NEEDED,NEEDED,
KHDK Electronics,Dark Blood — distortion,Distortion / Overdrive,NEEDED,NEEDED,NEEDED,
KHDK Electronics,Deathscream,Distortion / Overdrive,NEEDED,NEEDED,NEEDED,
KHDK Electronics,Deathscream — Kreator signature dirt product,Distortion / Overdrive,NEEDED,NEEDED,NEEDED,
KHDK Electronics,Fallout Bass Overdrive,Distortion / Overdrive,NEEDED,NEEDED,NEEDED,
KHDK Electronics,Fallout Bass Overdrive — bass overdrive,Distortion / Overdrive,NEEDED,NEEDED,NEEDED,
KHDK Electronics,Ghoul JR,Distortion / Overdrive,NEEDED,NEEDED,NEEDED,
KHDK Electronics,Ghoul JR — overdrive,Distortion / Overdrive,NEEDED,NEEDED,NEEDED,
KHDK Electronics,Ghoul Screamer,Distortion / Overdrive,NEEDED,NEEDED,NEEDED,
KHDK Electronics,Ghoul Screamer — overdrive,Distortion / Overdrive,NEEDED,NEEDED,NEEDED,
KHDK Electronics,Gojira Drive,Distortion / Overdrive,NEEDED,NEEDED,NEEDED,
KHDK Electronics,Gojira Drive — harmonic overdrive,Distortion / Overdrive,NEEDED,NEEDED,NEEDED,
KHDK Electronics,In Waves,Distortion / Overdrive,NEEDED,NEEDED,NEEDED,
KHDK Electronics,In Waves — Trivium metal tone shaper / dirt product,Distortion / Overdrive,NEEDED,NEEDED,NEEDED,
KHDK Electronics,LCFR,Distortion / Overdrive,NEEDED,NEEDED,NEEDED,
KHDK Electronics,LCFR — Nergal signature dirt product,Distortion / Overdrive,NEEDED,NEEDED,NEEDED,
KHDK Electronics,Mad Monarch,Distortion / Overdrive,NEEDED,NEEDED,NEEDED,
KHDK Electronics,Mad Monarch — high-gain dirt product,Distortion / Overdrive,NEEDED,NEEDED,NEEDED,
KHDK Electronics,Night of the Living Shred,Distortion / Overdrive,NEEDED,NEEDED,NEEDED,
KHDK Electronics,Night of the Living Shred — high-gain preamp / dirt product,Distortion / Overdrive,NEEDED,NEEDED,NEEDED,
KHDK Electronics,No.1,Distortion / Overdrive,NEEDED,NEEDED,NEEDED,
KHDK Electronics,No.1 — tube-like overdrive,Distortion / Overdrive,NEEDED,NEEDED,NEEDED,
KHDK Electronics,Paranormal,Distortion / Overdrive,NEEDED,NEEDED,NEEDED,
KHDK Electronics,Paranormal — parametric EQ overdrive,Distortion / Overdrive,NEEDED,NEEDED,NEEDED,
KHDK Electronics,Paranormal II,Distortion / Overdrive,NEEDED,NEEDED,NEEDED,
KHDK Electronics,Paranormal II — parametric EQ overdrive,Distortion / Overdrive,NEEDED,NEEDED,NEEDED,
KHDK Electronics,Scuzz Box,Fuzz,NEEDED,NEEDED,NEEDED,
KHDK Electronics,Scuzz Box — germanium-voiced fuzz,Fuzz,NEEDED,NEEDED,NEEDED,
KHDK Electronics,Shred II,Distortion / Overdrive,NEEDED,NEEDED,NEEDED,
KHDK Electronics,Shred II — high-gain dirt product,Distortion / Overdrive,NEEDED,NEEDED,NEEDED,
KHDK Electronics,Totality,Distortion / Overdrive,NEEDED,NEEDED,NEEDED,
KHDK Electronics,Totality — dual-path overdrive for guitar and bass,Distortion / Overdrive,NEEDED,NEEDED,NEEDED,
KHDK Electronics,Unicorn Blood,Fuzz,NEEDED,NEEDED,NEEDED,
KHDK Electronics,Unicorn Blood — octave fuzz,Fuzz,NEEDED,NEEDED,NEEDED,
KHDK Electronics,Unicorn Blood II,Fuzz,NEEDED,NEEDED,NEEDED,
KHDK Electronics,Unicorn Blood II — octave fuzz,Fuzz,NEEDED,NEEDED,NEEDED,
King Tone Guitar,Duellist,Overdrive,NEEDED,NEEDED,NEEDED,
King Tone Guitar,Duellist V3,Overdrive,NEEDED,NEEDED,NEEDED,
King Tone Guitar,Heavyhand,Overdrive,NEEDED,NEEDED,NEEDED,
King Tone Guitar,Soloist,Overdrive,NEEDED,NEEDED,NEEDED,
KMA Machines,Chief Disruptor,Distortion / Fuzz,NEEDED,NEEDED,NEEDED,
KMA Machines,Dead Stag,Distortion / Fuzz,NEEDED,NEEDED,NEEDED,
KMA Machines,Fuzzly Bear,Fuzz,NEEDED,NEEDED,NEEDED,
KMA Machines,Fuzzly Bear 2,Fuzz,NEEDED,NEEDED,NEEDED,
KMA Machines,Guardian Of The Wurm,Distortion,NEEDED,NEEDED,NEEDED,
KMA Machines,Logan,Overdrive,NEEDED,NEEDED,NEEDED,
KMA Machines,Minos,Fuzz,NEEDED,NEEDED,NEEDED,
KMA Machines,Queequeq,Fuzz,NEEDED,NEEDED,NEEDED,
KMA Machines,Queequeq 2,Fuzz,NEEDED,NEEDED,NEEDED,
KMA Machines,Wurm,Distortion / Fuzz,NEEDED,NEEDED,NEEDED,
KMA Machines,Wurm 2,Distortion / Fuzz,NEEDED,NEEDED,NEEDED,
Leqtique,10/10,Distortion,NEEDED,NEEDED,NEEDED,
Leqtique,10/10 XXJ EVR,Distortion,NEEDED,NEEDED,NEEDED,
Leqtique,11/11,Distortion,NEEDED,NEEDED,NEEDED,
Leqtique,11/11 EVR,Distortion,NEEDED,NEEDED,NEEDED,
Leqtique,6/6,Distortion,NEEDED,NEEDED,NEEDED,
Leqtique,9/9,Distortion,NEEDED,NEEDED,NEEDED,
Leqtique,9/9 EVR,Distortion,NEEDED,NEEDED,NEEDED,
Leqtique,Beryl,Overdrive,NEEDED,NEEDED,NEEDED,
Leqtique,Beryl EVR,Overdrive,NEEDED,NEEDED,NEEDED,
Leqtique,Caelum OD,Overdrive,NEEDED,NEEDED,NEEDED,
Leqtique,Caeruleum Lightdrive High Definition,Overdrive,NEEDED,NEEDED,NEEDED,
Leqtique,CLHD EVR,Overdrive,NEEDED,NEEDED,NEEDED,
Leqtique,Maestoso,Overdrive,NEEDED,NEEDED,NEEDED,
Leqtique,Maestoso EVR,Overdrive,NEEDED,NEEDED,NEEDED,
Leqtique,Maestro Antique Revised EVR,Overdrive,NEEDED,NEEDED,NEEDED,
Leqtique,Maestro Antique Revised VPtP,Overdrive,NEEDED,NEEDED,NEEDED,
Leqtique,Redemptionist,Distortion,NEEDED,NEEDED,NEEDED,
Leqtique,Redemptionist EVR,Distortion,NEEDED,NEEDED,NEEDED,
Leqtique,RFD,Overdrive,NEEDED,NEEDED,NEEDED,
Leqtique,Rochechouart,Overdrive,NEEDED,NEEDED,NEEDED,
Leqtique,Roger,Overdrive,NEEDED,NEEDED,NEEDED,
Leqtique,Roger EVR,Overdrive,NEEDED,NEEDED,NEEDED,
Lichtlaerm Audio,Gehenna,Distortion / Fuzz / Overdrive,NEEDED,NEEDED,NEEDED,
Lichtlaerm Audio,Gehenna — metal distortion / preamp,Distortion / Fuzz / Overdrive,NEEDED,NEEDED,NEEDED,
Lichtlaerm Audio,Medusa,Distortion / Fuzz / Overdrive,NEEDED,NEEDED,NEEDED,
Lichtlaerm Audio,Medusa — grinding death metal distortion,Distortion / Fuzz / Overdrive,NEEDED,NEEDED,NEEDED,
Lichtlaerm Audio,Ragnarøk,Distortion / Fuzz / Overdrive,NEEDED,NEEDED,NEEDED,
Lichtlaerm Audio,Ragnarøk — apocalyptic tube distortion / preamp,Distortion / Fuzz / Overdrive,NEEDED,NEEDED,NEEDED,
Lichtlaerm Audio,Ritual.,Distortion / Fuzz / Overdrive,NEEDED,NEEDED,NEEDED,
Lichtlaerm Audio,Ritual. — post-metal distortion,Distortion / Fuzz / Overdrive,NEEDED,NEEDED,NEEDED,
Lichtlaerm Audio,The King in Yellow,Distortion / Fuzz / Overdrive,NEEDED,NEEDED,NEEDED,
Lichtlaerm Audio,The King in Yellow — parallel blending overdrive,Distortion / Fuzz / Overdrive,NEEDED,NEEDED,NEEDED,
Lichtlaerm Audio,Thorn,Distortion / Fuzz / Overdrive,NEEDED,NEEDED,NEEDED,
Lichtlaerm Audio,Thorn — signature distortion,Distortion / Fuzz / Overdrive,NEEDED,NEEDED,NEEDED,
Lichtlaerm Audio,Total Distortion Worship MKII,Distortion / Fuzz / Overdrive,NEEDED,NEEDED,NEEDED,
Lichtlaerm Audio,Total Distortion Worship MKII — extreme metal distortion with built-in overdrive,Distortion / Fuzz / Overdrive,NEEDED,NEEDED,NEEDED,
Limetone Audio,funther OD/DS/FZ,Distortion / Fuzz / Overdrive,NEEDED,NEEDED,NEEDED,
Limetone Audio,fuzzhog proto OD/DS/FZ,Distortion / Fuzz / Overdrive,NEEDED,NEEDED,NEEDED,
Limetone Audio,JACKAL MIDNIGHT ADD CBF OD/DS/FZ,Distortion / Fuzz / Overdrive,NEEDED,NEEDED,NEEDED,
Limetone Audio,JACKAL MIDNIGHT OD/DS/FZ,Distortion / Fuzz / Overdrive,NEEDED,NEEDED,NEEDED,
Limetone Audio,JACKAL OD/DS/FZ,Distortion / Fuzz / Overdrive,NEEDED,NEEDED,NEEDED,
Lovepedal,200lbs of Gold,Fuzz / Overdrive,NEEDED,NEEDED,NEEDED,
Lovepedal,5E3 Deluxe,Overdrive,NEEDED,NEEDED,NEEDED,
Lovepedal,Amp 50,Overdrive,NEEDED,NEEDED,NEEDED,
Lovepedal,Amp Eleven,Overdrive,NEEDED,NEEDED,NEEDED,
Lovepedal,COT 50 / Church of Tone 50,Overdrive,NEEDED,NEEDED,NEEDED,
Lovepedal,COT 50 Boost / Overdrive,Overdrive,NEEDED,NEEDED,NEEDED,
Lovepedal,Dover Drive,Overdrive,NEEDED,NEEDED,NEEDED,
Lovepedal,Eternity,Overdrive,NEEDED,NEEDED,NEEDED,
Lovepedal,Eternity Burst,Overdrive,NEEDED,NEEDED,NEEDED,
Lovepedal,FAB 50,Fuzz / Overdrive,NEEDED,NEEDED,NEEDED,
Lovepedal,Kalamazoo,Overdrive,NEEDED,NEEDED,NEEDED,
Lovepedal,Mosferatu,Overdrive,NEEDED,NEEDED,NEEDED,
Lovepedal,Purple Plexi,Overdrive,NEEDED,NEEDED,NEEDED,
Lovepedal,Super Six,Overdrive,NEEDED,NEEDED,NEEDED,
Lovepedal,Tchula,Overdrive,NEEDED,NEEDED,NEEDED,
Lovepedal,Tiki Drive,Distortion / Overdrive,NEEDED,NEEDED,NEEDED,
Lovepedal,Zendrive,Overdrive,NEEDED,NEEDED,NEEDED,
Lovepedal,Zendrive 2,Overdrive,NEEDED,NEEDED,NEEDED,
Lunastone Pedals,Three Stage Rocket,Overdrive,NEEDED,NEEDED,NEEDED,
Mad Professor Amplification,Albert's Overdrive,Overdrive,NEEDED,NEEDED,NEEDED,
Mad Professor Amplification,Amber Overdrive,Overdrive,NEEDED,NEEDED,NEEDED,
Mad Professor Amplification,Big Tweedy Drive,Overdrive,NEEDED,NEEDED,NEEDED,
Mad Professor Amplification,Blueberry Bass Overdrive,Overdrive,NEEDED,NEEDED,NEEDED,
Mad Professor Amplification,Bluebird Overdrive,Overdrive,NEEDED,NEEDED,NEEDED,
Mad Professor Amplification,Fire Red Fuzz,Fuzz,NEEDED,NEEDED,NEEDED,
Mad Professor Amplification,Golden Cello,Overdrive,NEEDED,NEEDED,NEEDED,
Mad Professor Amplification,Little Tweedy Drive,Overdrive,NEEDED,NEEDED,NEEDED,
Mad Professor Amplification,Loud 'n Proud,Fuzz / Overdrive,NEEDED,NEEDED,NEEDED,
Mad Professor Amplification,Mighty Red Distortion,Distortion,NEEDED,NEEDED,NEEDED,
Mad Professor Amplification,Stone Grey Distortion,Distortion,NEEDED,NEEDED,NEEDED,
Mad Professor Amplification,Sweet Honey Overdrive Deluxe,Overdrive,NEEDED,NEEDED,NEEDED,
Mad Professor Amplification,The Green Wonder,Overdrive,NEEDED,NEEDED,NEEDED,
Mad Professor Amplification,Twimble,Overdrive,NEEDED,NEEDED,NEEDED,
