Builder,Pedal,Type
Mojo Hand FX,Rock City: official product page states it began as an improved Odessa dual overdrive and describes both internal circuits as overdrive circuits,Overdrive
Mojo Hand FX,Rook,Overdrive
Mojo Hand FX,"Rook: current manufacturer page explicitly calls it “Classic Overdrive” and describes classic overdrive, LED/raw drive, and boost-style operation. Historical manufacturer-originated text is also preserved in Effects Database",Overdrive
Mojo Hand FX,Rook Royale,Overdrive
Mojo Hand FX,Rook Royale: current manufacturer catalog explicitly labels it “Overdrive and Boost.”,Overdrive
Mojo Hand FX,Rounder (historical/discontinued),Fuzz
Mojo Hand FX,"Rounder: official Mojo Hand discontinued page identifies the pedal as a discontinued product, while the manufacturer-originated product description explicitly calls it a fuzz inspired by the Burns Buzzaround",Fuzz
Mojo Hand FX,Sacred Cow,Overdrive
Mojo Hand FX,Sacred Cow: official catalog labels it “Professional Gold Overdrive”; manufacturer-originated product copy explicitly describes overdrive behavior,Overdrive
Mojo Hand FX,Sericon,Overdrive
Mojo Hand FX,Sericon: manufacturer-originated release material calls it an overdrive and describes multiple gain stages from clean boost through edge-of-breakup to high-gain drive,Overdrive
Mojo Hand FX,Socrates,Distortion
Mojo Hand FX,Socrates: manufacturer-originated historical product copy explicitly calls it “Socrates Classic Distortion” and describes it as an LM308-style distortion with symmetrical/asymmetrical clipping. Effects Database preserves the original product description and categorizes it as distortion,Distortion
Mojo Hand FX,Superlative (historical/discontinued),Overdrive
Mojo Hand FX,Superlative: Mojo Hand FX's official discontinued-products index identifies Superlative as “Vintage Overdrive.”,Overdrive
Mojo Hand FX,Zephyr (historical/discontinued),Fuzz
Mojo Hand FX,Zephyr: manufacturer-originated historical product copy calls it “Zephyr Fuzz” and describes it as a fuzz circuit based on the Sam Ash Fuzz/AstroTone family,Fuzz
MOOER Audio / MOOER,Black Secret,Distortion
MOOER Audio / MOOER,Blade,Distortion
MOOER Audio / MOOER,Blue Faze,Fuzz
MOOER Audio / MOOER,Blues Crab,Overdrive
MOOER Audio / MOOER,Blues Mood,Overdrive
MOOER Audio / MOOER,Cruncher,Distortion
MOOER Audio / MOOER,Eight Hands,Distortion
MOOER Audio / MOOER,Green Mile,Overdrive
MOOER Audio / MOOER,Greenwood,Overdrive
MOOER Audio / MOOER,Grey Faze,Fuzz
MOOER Audio / MOOER,Hustle Drive,Distortion
MOOER Audio / MOOER,MooerFog / Fog,Fuzz
MOOER Audio / MOOER,Rage Machine,Distortion
MOOER Audio / MOOER,Rumble Drive,Overdrive
MOOER Audio / MOOER,Solo,Distortion
MOOER Audio / MOOER,Thunderball,Distortion
MOOER Audio / MOOER,Thunderball,Fuzz
MOOER Audio / MOOER,Triangle Buff,Fuzz
MOOER Audio / MOOER,Ultra Drive,Overdrive
MOOER Audio / MOOER,Ultra Drive MKII,Distortion
Mr. Black,Barbeque Fuzz,Fuzz
Mr. Black,Bass OD Mk. II,Distortion
Mr. Black,Bass OD Mk. II,Overdrive
Mr. Black,BB-74x,Distortion
Mr. Black,BB-74x,Overdrive
Mr. Black,Deuce Coupe,Distortion
Mr. Black,Deuce Coupe,Overdrive
Mr. Black,Deuce Coupe - Old School Laser,Distortion
Mr. Black,Deuce Coupe - Old School Laser,Overdrive
Mr. Black,Doomstick Fuzz,Fuzz
Mr. Black,Jalapeño,Overdrive
Mr. Black,Orro,Overdrive
Mr. Black,SludgeMaster,Distortion
Mr. Black,SludgeMaster,Fuzz
Mr. Black,SludgeMaster,Overdrive
Mr. Black,Snake Drive,Overdrive
Mr. Black,Sour Cream & Onion,Overdrive
Mr. Black,ThunderClaw,Distortion
Mr. Black,ThunderClaw,Overdrive
Mr. Black,ThunderClaw - Scorpion Milk,Distortion
Mr. Black,ThunderClaw - Scorpion Milk,Overdrive
Mr. Black,Vintage Overdrive,Distortion
Mr. Black,Vintage Overdrive,Overdrive
MXR,Bass Distortion,Distortion
MXR,Bass Distortion+,Distortion
MXR,Bass Fuzz Deluxe,Fuzz
MXR,Bass Overdrive,Overdrive
MXR,Blue Box Fuzz,Fuzz
MXR,CAE Boost/Overdrive,Overdrive
MXR,Classic 108 Fuzz,Fuzz
MXR,Classic 108 Fuzz Mini,Fuzz
MXR,Custom Badass '78 Distortion,Distortion
MXR,Custom Badass Modified O.D,Overdrive
MXR,Dime Distortion,Distortion
MXR,Distortion+,Distortion
MXR,Distortion III,Distortion
MXR,Dookie Drive,Overdrive
MXR,Dookie Drive V4,Overdrive
MXR,Double-Double Overdrive,Overdrive
MXR,Duke of Tone Overdrive,Distortion
MXR,Duke of Tone Overdrive,Overdrive
MXR,EVH 5150 Overdrive,Overdrive
MXR,Fat Sugar Drive,Overdrive
MXR,FOD Drive,Overdrive
MXR,Fullbore Metal Distortion,Distortion
MXR,Gran Torino Boost Overdrive,Overdrive
MXR,GT-OD,Overdrive
MXR,Hybrid Fuzz,Fuzz
MXR,Jail Guitar Doors Overdrive,Overdrive
MXR,Octavio Fuzz,Fuzz
MXR,Prime Distortion,Distortion
MXR,Raijin Drive,Distortion
MXR,Raijin Drive,Overdrive
MXR,Randy Rhoads Distortion+,Distortion
MXR,Raw Dawg Overdrive,Overdrive
MXR,Slash Octave Fuzz,Fuzz
MXR,Special Edition Distortion+,Distortion
MXR,Sub Machine Fuzz,Fuzz
MXR,Sub Octave Bass Fuzz,Fuzz
MXR,Sugar Drive,Overdrive
MXR,Super Badass Distortion,Distortion
MXR,Super Badass Dynamic O.D,Overdrive
MXR,Super Badass Variac Fuzz,Fuzz
MXR,Timmy Overdrive,Overdrive
MXR,Tom Morello Power 50 Overdrive,Overdrive
MXR,Wylde Audio Overdrive,Overdrive
MXR,Wylde Audio Zakk Sabbath Overdrive,Overdrive
MXR,Yngwie Malmsteen Overdrive,Overdrive
Mythos Pedals,1347 Silicon Fuzz,Distortion
Mythos Pedals,1347 Silicon Fuzz,Fuzz
Mythos Pedals,1N34A Mjolnir - Gold,Overdrive
Mythos Pedals,1N34A Mjolnir - Silver,Overdrive
Mythos Pedals,Argo Boost Deluxe,Fuzz
Mythos Pedals,Argo Octave Fuzz,Distortion
Mythos Pedals,Argo Octave Fuzz,Fuzz
Mythos Pedals,AU-79 Fuzz,Distortion
Mythos Pedals,AU-79 Fuzz,Fuzz
Mythos Pedals,AU-79 Fuzz — limited / exclusive,Fuzz
Mythos Pedals,Big Puft Fuzz Device,Distortion
Mythos Pedals,Big Puft Fuzz Device,Fuzz
Mythos Pedals,Chupacabra CMOS Overdrive,Overdrive
Mythos Pedals,D-Style Herculean Overdrive,Overdrive
Mythos Pedals,Envy Pro Overdrive,Overdrive
Mythos Pedals,Erlking Overdrive,Overdrive
Mythos Pedals,Extra Hot “Extra Spicy” Dual Overdrive,Overdrive
Mythos Pedals,GE Mjolnir,Overdrive
Mythos Pedals,Golden Fleece Fuzz,Distortion
Mythos Pedals,Golden Fleece Fuzz,Fuzz
Mythos Pedals,Hephaestus Fuzz,Distortion
Mythos Pedals,Hephaestus Fuzz,Fuzz
Mythos Pedals,Herculean Deluxe Overdrive,Overdrive
Mythos Pedals,High Road Fuzz Mini,Distortion
Mythos Pedals,High Road Fuzz Mini,Fuzz
Mythos Pedals,High Road Fuzz Mini — limited / exclusive,Fuzz
Mythos Pedals,Joey Landreth Mjolnir Overdrive,Overdrive
Mythos Pedals,Mjolnir Overdrive,Overdrive
Mythos Pedals,Olympus Overdrive,Overdrive
Mythos Pedals,The Victor Distortion,Distortion
Mythos Pedals,Wildwood Mjolnir,Overdrive
NUX Audio / NUX,’59 Bassguy,Overdrive
NUX Audio / NUX,’63 Diamond,Overdrive
NUX Audio / NUX,‘6ixty5ive OD,Overdrive
NUX Audio / NUX,Ace of Tone,Overdrive
NUX Audio / NUX,BC-2 Vintage Blues Core,Overdrive
NUX Audio / NUX,Brownie,Distortion
NUX Audio / NUX,Drive Core,Overdrive
NUX Audio / NUX,Drive Core Deluxe,Overdrive
NUX Audio / NUX,Drive Core Deluxe MKII,Overdrive
NUX Audio / NUX,DS-3 Classic Distortion,Distortion
NUX Audio / NUX,Fireman,Distortion
NUX Audio / NUX,FZ-2 Vintage Fuzz,Fuzz
NUX Audio / NUX,HG-5 Modern High Gain,Distortion
NUX Audio / NUX,HG-6 High Gain Distortion,Distortion
NUX Audio / NUX,Horseman,Overdrive
NUX Audio / NUX,Metal Core,Distortion
NUX Audio / NUX,Metal Core Deluxe,Distortion
NUX Audio / NUX,Mini Distortion,Distortion
NUX Audio / NUX,Mini Supa Drive,Overdrive
NUX Audio / NUX,Morning Star,Overdrive
NUX Audio / NUX,MX-6 Extreme Distortion,Distortion
NUX Audio / NUX,OD-2 Vintage Overdrive,Overdrive
NUX Audio / NUX,OD-3 Overdrive,Overdrive
NUX Audio / NUX,Plexi Crunch,Distortion
NUX Audio / NUX,Queen of Tone,Overdrive
NUX Audio / NUX,REC TO Distortion,Distortion
NUX Audio / NUX,Scream Bass / Bass Overdrive,Overdrive
NUX Audio / NUX,Steel Singer Drive,Overdrive
NUX Audio / NUX,Tube Man MKII,Overdrive
NUX Audio / NUX,XTC OD,Overdrive
OKKO FX,BFGRMWB,Fuzz
OKKO FX,Black Beast,Distortion
OKKO FX,Black Beast,Fuzz
OKKO FX,DIABLO,Overdrive
OKKO FX,DIABLO DUAL,Distortion
OKKO FX,DIABLO DUAL,Overdrive
OKKO FX,DIABLO DUAL — 2-channel overdrive / distortion,Distortion
OKKO FX,DIABLO GH Signature,Overdrive
OKKO FX,DIRTY DIABLO,Distortion
OKKO FX,HOLY GRIT,Fuzz
OKKO FX,Holy Grit,Overdrive
OKKO FX,MOTÖRBASS,Distortion
OKKO FX,The Dynamist,Overdrive
OKKO FX,TwinSonic,Overdrive
OKKO FX,TWINSONIC MKII,Overdrive
Old Blood Noise Endeavors,Alpha Haunt,Fuzz
Old Blood Noise Endeavors,Beam Splitter V2,Distortion
Old Blood Noise Endeavors,Beam Splitter V2,Overdrive
Old Blood Noise Endeavors,Excess V2,Distortion
Old Blood Noise Endeavors,Fault V2,Distortion
Old Blood Noise Endeavors,Fault V2,Overdrive
Old Blood Noise Endeavors,Haunt Fuzz,Fuzz
Old Blood Noise Endeavors,Pardner,Fuzz
Orange Amplification,Bass Butler,Distortion
Orange Amplification,Bax Bangeetar,Distortion
Orange Amplification,Bax Bangeetar,Overdrive
Orange Amplification,Fur Coat,Fuzz
Orange Amplification,Getaway Driver,Overdrive
Orange Amplification,Guitar Butler,Overdrive
Orange Amplification,none identified,Distortion
Orange Amplification,none identified,Fuzz
Orange Amplification,none identified,Overdrive
Origin Effects,DCX Boost — boost/drive product with overdrive use,Overdrive
Origin Effects,Deluxe55 Tweed Recreation,Overdrive
Origin Effects,DELUXE61 Amp Tremolo & Drive,Overdrive
Origin Effects,Halcyon Blue Overdrive,Overdrive
Origin Effects,Halcyon Gold Overdrive,Overdrive
Origin Effects,Halcyon Green Overdrive,Overdrive
Origin Effects,M-EQ Driver,Overdrive
Origin Effects,MAGMA57 Amp Vibrato & Drive,Overdrive
Origin Effects,RD COMPACT Hot Rod — amp-recreation high-gain drive,Overdrive
Origin Effects,RevivalDRIVE Compact — amp-recreation overdrive / distortion,Overdrive
Pigtronix,Bass FAT Drive,Overdrive
Pigtronix,Disnortion,Distortion
Pigtronix,Disnortion,Fuzz
Pigtronix,Disnortion,Overdrive
Pigtronix,FAT Drive,Distortion
Pigtronix,FAT Drive,Overdrive
Pigtronix,Gamma Drive,Distortion
Pigtronix,Gamma Drive,Overdrive
Pigtronix,Gas Giant,Fuzz
Pigtronix,Octava,Distortion
Pigtronix,Octava,Fuzz
Pigtronix,Octava,Overdrive
Pigtronix,Philosopher’s Gold,Distortion
Pigtronix,Philosopher's Gold,Distortion
Pigtronix,Philosopher's Gold,Overdrive
Pigtronix,Philosopher’s Gold,Overdrive
Pigtronix,Philosopher’s Tone 2,Distortion
Pigtronix,Philosopher's Tone 2,Distortion
Pigtronix,Philosopher's Tone 2,Overdrive
Pigtronix,Philosopher’s Tone 2,Overdrive
Pigtronix,PolySaturator,Distortion
Pigtronix,PolySaturator,Overdrive
Pigtronix,Star Eater,Distortion
Pigtronix,Star Eater,Fuzz
Pigtronix,XL FAT Drive,Distortion
Pigtronix,XL FAT Drive,Overdrive
Prescription Electronics,C.O.B. (Clean Octave Blend),Fuzz
Prescription Electronics,C.O.B. (Clean Octave Blend): Prescription Electronics product documentation and later manufacturer/reissue coverage identify it as an octave-fuzz pedal with clean blend. Premier Guitar explicitly calls it an octave-fuzz pedal. Aion FX documentation independently identifies the original C.O.B. as an octave fuzz,Fuzz
Prescription Electronics,Depth Charge,Fuzz
Prescription Electronics,Depth Charge: historical Prescription Electronics material identifies it as a bass fuzz with a clean blend and gain control; later documentation and user-facing product references consistently identify it as a bass fuzz. It is retained under Fuzz only,Fuzz
Prescription Electronics,Dual-Tone,Distortion
Prescription Electronics,Dual-Tone,Overdrive
Prescription Electronics,"Dual-Tone: historical manufacturer wording identifies it directly as an overdrive/distortion pedal, with a lower-gain rhythm mode and higher-gain lead mode",Distortion
Prescription Electronics,Dual-Tone: historical Prescription Electronics material describes the pedal as an overdrive/distortion pedal with two preset gain levels. It is therefore recorded in both categories,Overdrive
Prescription Electronics,Experience,Fuzz
Prescription Electronics,"Experience: manufacturer-era/reissue coverage explicitly identifies it as an octave fuzz with fuzz, octave, and swell functions. Effects Database also categorizes it as octave fuzz",Fuzz
Prescription Electronics,Face Lift,Fuzz
Prescription Electronics,Face Lift: Effects Database identifies the product as an octave fuzz and documents silicon/germanium Fuzz Face-style versions. Third-party product documentation consistently describes it as fuzz plus octave. Variants are consolidated into one Face Lift identity,Fuzz
Prescription Electronics,Frantic Fuzz,Fuzz
Prescription Electronics,Germ,Distortion
Prescription Electronics,Germ,Overdrive
Prescription Electronics,Germ: historical catalog description explicitly calls the crunch side a fat distortion,Distortion
Prescription Electronics,"Germ: historical catalog material describes a clean-boost side and a crunch side with ""fat distortion."" Contemporary user documentation also describes the overdrive side. The archive retains Germ under Overdrive and Distortion because the product explicitly spans both drive modes",Overdrive
Prescription Electronics,RX Overdriver,Overdrive
Prescription Electronics,"RX Overdriver: Effects Database explicitly categorizes it as overdrive and describes it as a sonic reproduction of the Colorsound Overdriver, ranging from clean boost to full-bore distortion. The archive keeps the builder's primary identity as Overdrive rather than converting its maximum-gain behavior into a second category",Overdrive
Prescription Electronics,Supernatural,Fuzz
Prescription Electronics,Supernatural: historical Prescription Electronics product material identifies it as a germanium fuzz. The archive records the product as Fuzz only,Fuzz
Prescription Electronics,Yardbox,Fuzz
Prescription Electronics,Yardbox,Overdrive
Prescription Electronics,"Yardbox: the 2019 reissue coverage describes a Tone Bender-derived fuzz that can produce a thin fuzz/OD sound at reduced volume and saturated germanium fuzz at higher settings. Because the builder-era description explicitly uses both OD and fuzz language, it is recorded in both categories",Overdrive
Prescription Electronics,Yardbox: the 2019 reissue coverage describes saturated germanium fuzz and identifies its Tone Bender basis. Effects Database categorizes it as fuzz. It is also retained under Overdrive because the reissue description explicitly documents a fuzz/OD operating range,Fuzz
ProCo Sound,Deucetone RAT,Distortion
ProCo Sound,Deucetone RAT,Overdrive
ProCo Sound,FAT RAT,Distortion
ProCo Sound,FAT RAT,Overdrive
ProCo Sound,Juggernaut,Distortion
ProCo Sound,Juggernaut,Overdrive
ProCo Sound,Lil' RAT,Distortion
ProCo Sound,Lil' RAT,Overdrive
ProCo Sound,RAT 2,Distortion
ProCo Sound,RAT 2,Overdrive
ProCo Sound,SOLO,Distortion
ProCo Sound,SOLO,Overdrive
ProCo Sound,Turbo RAT,Distortion
ProCo Sound,Turbo RAT,Overdrive
ProCo Sound,You Dirty RAT,Distortion
ProCo Sound,You Dirty RAT,Overdrive
Radial Engineering / Tonebone,Bassbone OD,Overdrive
Radial Engineering / Tonebone,Bones Hollywood Distortion & Overdrive,Distortion
Radial Engineering / Tonebone,Bones Hollywood Distortion & Overdrive,Overdrive
Radial Engineering / Tonebone,Bones London Dual-Mode Distortion,Distortion
Radial Engineering / Tonebone,Bones Texas Dual Mode Overdrive,Overdrive
Radial Engineering / Tonebone,Classic V9,Distortion
Radial Engineering / Tonebone,Hot-British V9,Distortion
Radial Engineering / Tonebone,Regency Overdrive and Boost,Overdrive
Radial Engineering / Tonebone,Tonebone Classic,Distortion
Radial Engineering / Tonebone,Tonebone Classic,Overdrive
Radial Engineering / Tonebone,Tonebone Hot British,Distortion
Radial Engineering / Tonebone,Tonebone Plexitube,Distortion
Radial Engineering / Tonebone,Tonebone Trimode,Distortion
Radial Engineering / Tonebone,Tonebone Trimode,Overdrive
Ramble FX,Kismet,Distortion
Ramble FX,Kismet,Overdrive
Ramble FX,Marvel Drive,Overdrive
Ramble FX,none currently produced,Distortion
Ramble FX,none currently produced,Fuzz
Ramble FX,none currently produced,Overdrive
Ramble FX,Twin Bender,Fuzz
Sitek Guitar Electronics,Cocoa Distortion,Distortion
Sitek Guitar Electronics,Freya Overdrive/Booster,Overdrive
Sitek Guitar Electronics,Fuzzie Germanium Fuzz v2,Fuzz
Sitek Guitar Electronics,Pandora Octave Fuzz,Fuzz
Sitek Guitar Electronics,Wuffy Fuzzy Distortion,Distortion
Sitek Guitar Electronics,Wuffy Fuzzy Distortion,Fuzz
Skreddy Pedals,1966 Modernized,Fuzz
Skreddy Pedals,1971,Distortion
Skreddy Pedals,1971,Fuzz
Skreddy Pedals,Angel Face,Fuzz
Skreddy Pedals,BC109 Fuzz,Fuzz
Skreddy Pedals,BC239 Fuzz,Fuzz
Skreddy Pedals,Cephalopod II,Fuzz
Skreddy Pedals,Cognitive Dissonance MkIV,Distortion
Skreddy Pedals,Cognitive Dissonance MkIV,Fuzz
Skreddy Pedals,Cosmos,Fuzz
Skreddy Pedals,Cosmos,Overdrive
Skreddy Pedals,Dragon Fuzz,Fuzz
Skreddy Pedals,Ernie,Fuzz
Skreddy Pedals,General Pig,Fuzz
Skreddy Pedals,Giant Meat Pie BC239,Fuzz
Skreddy Pedals,High Gear,Overdrive
Skreddy Pedals,Hybrid Fuzz Driver,Fuzz
Skreddy Pedals,Hybrid Fuzz Driver,Overdrive
Skreddy Pedals,Hybrid Overdrive,Overdrive
Skreddy Pedals,Juicy Pig,Fuzz
Skreddy Pedals,Klipper,Fuzz
Skreddy Pedals,Klipper,Overdrive
Skreddy Pedals,Kusanagi,Fuzz
Skreddy Pedals,? Lady,Fuzz
Skreddy Pedals,Lunar Module Mini Deluxe,Fuzz
Skreddy Pedals,Lunar Module Mini Deluxe,Overdrive
Skreddy Pedals,Major Overdrive,Overdrive
Skreddy Pedals,Martian Tarantula,Fuzz
Skreddy Pedals,Mayo MkIII,Fuzz
Skreddy Pedals,Mayonaise MkIII,Fuzz
Skreddy Pedals,P19,Fuzz
Skreddy Pedals,Perestroika,Distortion
Skreddy Pedals,Perestroika,Fuzz
Skreddy Pedals,Pig Mine,Fuzz
Skreddy Pedals,Pink Flesh,Distortion
Skreddy Pedals,Pink Flesh,Fuzz
Skreddy Pedals,ROVER Fuzz,Distortion
Skreddy Pedals,ROVER Fuzz,Fuzz
Skreddy Pedals,Rubber Soul,Overdrive
Skreddy Pedals,Rust Rod,Fuzz
Skreddy Pedals,Screw Driver Mini Dlx,Overdrive
Skreddy Pedals,Serenity Fuzzdrive,Distortion
Skreddy Pedals,Serenity Fuzzdrive,Fuzz
Skreddy Pedals,Serenity Fuzzdrive,Overdrive
Skreddy Pedals,Skunk Drive,Fuzz
Skreddy Pedals,Skunk Drive,Overdrive
Skreddy Pedals,Supa Tone,Distortion
Skreddy Pedals,Supa Tone,Fuzz
Skreddy Pedals,Super 100,Overdrive
Skreddy Pedals,Top Fuel,Distortion
Skreddy Pedals,Top Fuel,Fuzz
Skreddy Pedals,Twangophile,Overdrive
Skreddy Pedals,ZERO,Fuzz
SolidGoldFX,76 MKII,Fuzz
SolidGoldFX,BETA-V Bass Preamp,Overdrive
SolidGoldFX,Commodore Overdrive,Overdrive
SolidGoldFX,Fuzzbox,Fuzz
SolidGoldFX,If 6 Was 9 BC183 MKII,Fuzz
SolidGoldFX,Imperial MKII,Fuzz
SolidGoldFX,Lysis MKII,Fuzz
Spaceman Effects,Apollo VIIb,Distortion
Spaceman Effects,Apollo VIIb,Fuzz
Spaceman Effects,Apollo VIIb,Overdrive
Spaceman Effects,Apollo VIIb Cadet,Distortion
Spaceman Effects,Apollo VIIb Cadet,Fuzz
Spaceman Effects,Apollo VIIb Cadet,Overdrive
Spaceman Effects,Charon,Fuzz
Spaceman Effects,Charon v2 Mod,Fuzz
Spaceman Effects,Gemini IV,Fuzz
Spaceman Effects,Polaris,Overdrive
Spaceman Effects,Rumblefuzz II,Distortion
Spaceman Effects,Rumblefuzz II,Fuzz
Spaceman Effects,Rumblefuzz II,Overdrive
Spaceman Effects,Saturn VI,Distortion
Spaceman Effects,Saturn VI,Fuzz
Spaceman Effects,Saturn VI,Overdrive
Spaceman Effects,Spacerocket II,Distortion
Spaceman Effects,Spacerocket II,Fuzz
Spaceman Effects,Spacerocket II,Overdrive
Spaceman Effects,Sputnik I,Distortion
Spaceman Effects,Sputnik I,Fuzz
Spaceman Effects,Sputnik I,Overdrive
Spaceman Effects,Sputnik III,Fuzz
Spaceman Effects,Titan II,Distortion
Spaceman Effects,Titan II,Fuzz
Spaceman Effects,Titan II,Overdrive
Stomp Under Foot,Alabaster,Fuzz
Stomp Under Foot,Amherst,Fuzz
Stomp Under Foot,Astoria,Fuzz
Stomp Under Foot,Black Russian,Fuzz
Stomp Under Foot,Brit Box,Distortion
Stomp Under Foot,Civil Unrest,Fuzz
Stomp Under Foot,Civil War,Fuzz
Stomp Under Foot,Demogorgon,Fuzz
Stomp Under Foot,Dirt Preacher,Fuzz
Stomp Under Foot,Dirty Rooster,Fuzz
Stomp Under Foot,Divided Drive,Distortion
Stomp Under Foot,Elk Super Fuzz,Fuzz
Stomp Under Foot,Full Powered Halo,Distortion
Stomp Under Foot,Full Powered Halo,Overdrive
Stomp Under Foot,Fuzz Master 3,Fuzz
Stomp Under Foot,Green Russian,Fuzz
Stomp Under Foot,Guv'nor,Distortion
Stomp Under Foot,Halo Bender,Distortion
Stomp Under Foot,Hellephant,Fuzz
Stomp Under Foot,Iron Tusk,Fuzz
Stomp Under Foot,La Scatola Nero,Fuzz
Stomp Under Foot,Motor Honey Superdrive,Overdrive
Stomp Under Foot,Overdrive 8-Fifty,Overdrive
Stomp Under Foot,Pumpkin Pi,Fuzz
Stomp Under Foot,Ram's Head,Fuzz
Stomp Under Foot,Red Army,Fuzz
Stomp Under Foot,Red Menace,Fuzz
Stomp Under Foot,Rhinosaur,Fuzz
Stomp Under Foot,Serenity Overdrive,Overdrive
Stomp Under Foot,Silver Foxx,Fuzz
Stomp Under Foot,Skinner Box,Distortion
Stomp Under Foot,Son Of A Bee,Fuzz
Stomp Under Foot,Sonic Generator,Fuzz
Stomp Under Foot,Sonic Warfare,Fuzz
Stomp Under Foot,Supa Dirty Rooster,Fuzz
Stomp Under Foot,The Shag MkII,Fuzz
Stomp Under Foot,The Shag MkIII,Fuzz
Stomp Under Foot,Tri-Muff,Fuzz
Stomp Under Foot,Violet Menace,Fuzz
Stomp Under Foot,Windhand Fuzz,Fuzz
Stone Deaf FX,Fig Fumb,Fuzz
Stone Deaf FX,PDF-1X Ghost,Distortion
Stone Deaf FX,PDF-1X Ghost,Overdrive
Stone Deaf FX,PDF-2,Distortion
Stone Deaf FX,PDF-2,Fuzz
Stone Deaf FX,PDF-2,Overdrive
Stone Deaf FX,Rise & Shine,Fuzz
Stone Deaf FX,Warp Drive,Distortion
Strymon,Canoga Vintage Silicon Fuzz,Distortion
Strymon,Canoga Vintage Silicon Fuzz,Fuzz
Strymon,Deco Tape Saturation & Doubletracker,Overdrive
Strymon,Fairfax Class A Output Stage Drive,Overdrive
Strymon,none identified,Distortion
Strymon,none identified,Fuzz
Strymon,none identified,Overdrive
Strymon,Riverside Drive & Distortion,Distortion
Strymon,Riverside Drive & Distortion,Overdrive
Strymon,Sunset Dual Overdrive,Overdrive
Subdecay,Blackstar – Ultimate Overdrive,Overdrive
Subdecay,Gain Theory Overdrive,Overdrive
Subdecay,Harmonic Antagonizer,Fuzz
Subdecay,Liquid Sunshine,Overdrive
Subdecay,Noise Theory – Parallel Waveshaper Fuzz,Fuzz
Subdecay,Supernova Drive,Overdrive
Subdecay,Variac Overdrive,Overdrive
Subdecay,Vector – Analog Preamp,Distortion
Subdecay,Vector – Analog Preamp,Fuzz
Subdecay,Vector – Analog Preamp,Overdrive
Suhr,Eclipse,Distortion
Suhr,Eclipse,Overdrive
Suhr,Kiko Loureiro Signature Shiba Drive Reloaded,Overdrive
Suhr,Riot,Distortion
Suhr,Riot Mini,Distortion
Suhr,Riot Reloaded,Distortion
Suhr,Rufus Fuzz,Fuzz
Suhr,Rufus Reloaded Fuzz,Fuzz
Suhr,Shiba Drive,Overdrive
Suhr,Shiba Drive Reloaded,Overdrive
Suhr,Shiba Mini,Overdrive
Suhr,Thornicus Fuzz,Fuzz
TC Electronic,Cinders Overdrive,Overdrive
TC Electronic,Dark Matter Distortion,Distortion
TC Electronic,El Cambo Overdrive,Overdrive
TC Electronic,Eyemaster Metal Distortion,Distortion
TC Electronic,Fangs Metal Distortion,Distortion
TC Electronic,Grand Magus Distortion,Distortion
TC Electronic,Honey Pot Fuzz,Fuzz
TC Electronic,Magus Pro,Distortion
TC Electronic,MojoMojo Overdrive,Overdrive
TC Electronic,MojoMojo Paul Gilbert Signature Overdrive,Overdrive
TC Electronic,none identified,Fuzz
TC Electronic,Nova Drive,Distortion
TC Electronic,Nova Drive,Overdrive
TC Electronic,Röttweiler Distortion,Distortion
TC Electronic,Rusty Fuzz,Fuzz
TC Electronic,Tube Pilot Overdrive,Overdrive
TC Electronic,Vintage Distortion,Distortion
TC Electronic,Vintage Dual Distortion,Distortion
TC Electronic,Vintage Overdrive,Overdrive
TC Electronic,VPD1 Vintage Pre-Drive,Overdrive
TC Electronic,Zeus Drive,Overdrive
Tech 21 NYC,Bass Boost Fuzz,Fuzz
Tech 21 NYC,Boost Distortion,Distortion
Tech 21 NYC,Boost Fuzz,Fuzz
Tech 21 NYC,Boost Overdrive,Overdrive
Tech 21 NYC,Double Drive,Distortion
Tech 21 NYC,Double Drive,Overdrive
Tech 21 NYC,Double Drive 3X,Distortion
Tech 21 NYC,Double Drive 3X,Overdrive
Tech 21 NYC,Hot-Rod Plexi,Distortion
Tech 21 NYC,Hot-Rod Plexi,Overdrive
Tech 21 NYC,Red Ripper,Distortion
Tech 21 NYC,Red Ripper,Fuzz
Tech 21 NYC,Richie Kotzen Signature OMG,Fuzz
Tech 21 NYC,Richie Kotzen Signature OMG,Overdrive
Tech 21 NYC,XXL Bass,Distortion
Tech 21 NYC,XXL Bass,Fuzz
Tech 21 NYC,XXL Guitar,Distortion
Tech 21 NYC,XXL Guitar,Fuzz
Tech 21 NYC,XXL Original,Distortion
Tech 21 NYC,XXL Original,Fuzz
ThorpyFX,Bunker,Overdrive
ThorpyFX,BUNKER — Plexi Overdrive,Distortion
ThorpyFX,BUNKER — Plexi Overdrive,Fuzz
ThorpyFX,BUNKER — Plexi Overdrive,Overdrive
ThorpyFX,Cogmeister,Distortion
ThorpyFX,Cogmeister,Fuzz
ThorpyFX,Cogmeister,Overdrive
ThorpyFX,Electric Lightning,Overdrive
ThorpyFX,ELECTRIC LIGHTNING — Valve Overdrive,Distortion
ThorpyFX,ELECTRIC LIGHTNING — Valve Overdrive,Fuzz
ThorpyFX,ELECTRIC LIGHTNING — Valve Overdrive,Overdrive
ThorpyFX,Fallout Cloud,Fuzz
ThorpyFX,FIELD MARSHAL — Fuzz,Distortion
ThorpyFX,FIELD MARSHAL — Fuzz,Fuzz
ThorpyFX,FIELD MARSHAL — Fuzz,Overdrive
